0,124.2,427.0
1,234.1,427.0
2,315.6,427.0
3,336.4,427.0
4,362.4,427.0
5,397.5,427.0
6,400.7,427.0
7,380.4,427.0
8,374.0,498.9900817871094
9,374.3,523.0
10,383.1,523.0
11,329.2,498.9900817871094
12,383.9,498.9900817871094
13,465.0,630.8583374023438
14,553.3,1735.6722412109375
15,773.9,2400.0
16,1470.3,2400.0
17,1687.4,2400.0
18,1757.2,2400.0
19,1808.2,2400.0
20,1604.8,2400.0
21,1620.4,2400.0
22,1905.7,2400.0
23,1694.0,2400.0
24,1674.8,2400.0
25,1535.3,2400.0
26,1808.1,2400.0
27,1817.6,2400.0
28,1566.5,2400.0
29,1760.4,2400.0
30,1745.1,2400.0
31,1687.7,2400.0
32,1689.3,2400.0
33,1769.4,2400.0
34,1745.7,2400.0
35,2004.7,2400.0
36,1426.9,2400.0
37,1631.4,2400.0
38,1821.3,2400.0
39,1985.3,2400.0
40,1668.7,2400.0
41,1601.0,2400.0
42,1666.5,2400.0
43,1669.6,2400.0
44,1674.9,2400.0
45,1853.7,2400.0
46,1824.3,2400.0
47,1786.3,2400.0
48,1902.0,2400.0
49,1559.4,2400.0
