0,188.0,299.0
1,262.5,299.0
2,289.7,300.1340026855469
3,210.3,300.1340026855469
4,236.5,300.1340026855469
5,249.0,300.1340026855469
6,242.7,300.1340026855469
7,243.7,300.1340026855469
8,296.2,300.1340026855469
9,272.8,300.1340026855469
10,299.6,300.1340026855469
11,299.6,300.1340026855469
12,247.7,300.1340026855469
13,299.6,300.1340026855469
14,261.0,300.1340026855469
15,271.5,300.1340026855469
16,235.0,300.1340026855469
17,299.8,300.1340026855469
18,273.7,300.1340026855469
19,299.7,300.1340026855469
20,299.5,300.1340026855469
21,299.3,300.1340026855469
22,247.4,300.1340026855469
23,273.0,300.1340026855469
24,272.1,300.1340026855469
25,298.7,300.1340026855469
26,245.2,300.1340026855469
27,272.9,300.1340026855469
28,298.8,300.1340026855469
29,272.6,300.1340026855469
30,299.5,300.1340026855469
31,248.8,300.1340026855469
32,270.3,364.1340026855469
33,312.3,364.1340026855469
34,265.1,364.1340026855469
35,318.4,364.1340026855469
36,290.9,364.1340026855469
37,316.6,364.1340026855469
38,283.3,364.1340026855469
39,315.6,364.1340026855469
40,327.6,364.1340026855469
41,334.9,364.1340026855469
42,324.7,364.1340026855469
43,337.1,364.1340026855469
44,337.2,364.1340026855469
45,330.9,364.1340026855469
46,324.4,364.1340026855469
47,324.3,364.1340026855469
48,311.3,364.1340026855469
49,311.3,364.1340026855469
50,338.1,364.1340026855469
51,282.1,364.1340026855469
52,317.8,364.1340026855469
53,345.0,364.1340026855469
54,286.6,364.1340026855469
55,344.9,364.1340026855469
56,331.5,364.1340026855469
57,324.9,364.1340026855469
58,261.4,364.1340026855469
59,318.5,364.1340026855469
60,344.4,364.1340026855469
61,312.1,364.1340026855469
62,318.6,364.1340026855469
63,301.4,364.1340026855469
64,311.3,364.1340026855469
65,333.1,619.0
66,359.8,619.0
67,408.6,619.0
68,400.5,619.0
69,532.8,1611.0
70,895.9,1611.0
71,1019.0,1611.0
72,968.0,1611.0
73,1295.2,1883.5999755859375
74,1262.7,1883.5999755859375
75,1283.1,1883.5999755859375
76,1306.9,2304.0
77,1535.8,2304.0
78,1395.4,2304.0
79,1693.5,2304.0
80,1763.9,2304.0
81,1681.7,2304.0
82,2047.4,2304.0
83,1935.3,2304.0
84,1734.8,2304.0
85,1493.6,2304.0
86,1760.7,2304.0
87,1818.0,2304.0
88,1533.7,2304.0
89,1728.2,2304.0
90,1736.6,2304.0
91,1648.5,2304.0
92,1527.7,2304.0
93,1282.9,2304.0
94,1693.4,2304.0
95,1702.5,2304.0
96,2086.8,2304.0
97,1878.4,2304.0
98,1708.9,2304.0
99,2048.5,2304.0
